Address,City
"427,SHRIKANT CHAMBER,V N PURAV MARG,CHEMBUR. MUMBAI,400071",Mumbai
"OFFICE 215 PLOT NO 80 2ND FLOOR,NILESH PARK,SECTOR 8,GANDHIDHAM KUTCH,370203",Gandhidham Kutch
"216 VARUNISHA CROSSWAL,,PLOT NO. 589,,NR. POLICE STATION CHAR RASTA,WARD 12/C, GANDHIDHAM,370201",Gandhidham
"BAROIWALA GATE,NR. ST STAND,BUNDER ROAD,MUNDRA,370421",Mundra
"OFFICE NO. 207, 2ND FLOOR,TRIVENI ARCADE, RANGOLI,ADANI PORT ROAD,MUNDRA, KUCHCHH, GUJARAT,370421",Gujarat
"1081,URBAN ESTATE,PHASE-II,JALANDHAR,144005",Jalandhar
"P.NO-367/A, APNA NAGAR,GANDHIDHAM,KACHCHH,GUJARAT,370201",Gujarat
"OFFICE NO.110, FIRST FLOOR,PLOT NO. 327, WARD 12/B,,ICON BUILDING,TAGORE ROAD,,GANDHIDHAM,370201",Gandhidham
"A1,SHIV GANGA APARTMENT,ZAVER ROAD,MULUND WEST MUMBAI,400080",Mulund West Mumbai
"D-6, NEAR ICD,BASNI 2ND PHASE,MIA,JODHPUR,342005",Jodhpur
"OFFICE 1 & 2 2ND FLOOR,AASTHA COPLEX,NEAR KIDZEE SCHOOL SINDHUBAG ROAD,GURUKUAL,370201",Gurukual
"FFICE: 8, FIRST FLOOR, KESAR ARCADE,PLOT NO. 51,,SECTOR 8,,GANDHIDHA,370201",Gandhidha
"PLOT 50, SECTOR 8,MERIDIAN HOUSE,BM PUMP ROAD,GANDHIDHAM,370201",Gandhidham
"MY-1,.,MARSHALLING YARD,KANDLA SPECIAL ECONOMIC ZONE,370230",Kandla Special Economic Zone
"GROUND FLOOR, ROOM NO-1,MAYASHAKAR, J.VORA BUILDING,,TILAK ROAD,MULUND,400081",Mulund
"IN ASTHA HOSPITAL LANE, BLOCK NO. 104/4,BACK SIDE, AMBE ASHISH, AGRA ROAD,,MULUND WEST,,MUMBAI,400082",Mumbai
"117, FIRST FLOOR,,MADHAV PALACE, SECTOR 8,,PLOT NO. 55, GANDHIDHAM,,KACHCHH, GUJARAT, 370201,370201",Gujarat
"OFFICE NO 205, SECOND FLOOR,INFINITY BUILDING,PLOT NO 329 WARD NO 12/B,GANDHIDHAM, KUTCH,370201",Kutch
"UNIIT NO 405 4TH FLOOR,ELLORA FIESTA PLOT NO 8,SECTOR 11 SANPADA NAVI MUMBAI,MUMBAI,400705",Mumbai
"58,MOMAY PARK,VILL. BAROI,MUNDRA,370421",Mundra
"OFFICE NO.203, 2ND FLOOR,PLOT NO.212, KIRAN COMPLEX,WARD -12 B GANDHIDHAM,KUTCH,370201",Kutch
"ROON NO 40 2ND FLOOR,113 SARSAWATI SADAN,KESHVAJI NAIK ROAD,CHINCH BUNDER MASJID,400009",Chinch Bunder Masjid
"OFFICE NO 15 RAJ LAXMI PLACE,RAJ LAXMI PLACE,BAROI ROAD MUNDRA,NR ADANI GUEST HOUSE,370421",Nr Adani Guest House
"1502/B-2, UNIVERSAL MAJESTIC,,BEHIND RBK INTERNATIONAL ACADEMY,,P. L. LOKHANDE MARG, CHEMBUR (WEST),,MUMBAI,400 043",Nan
"17, BAHUBALI BUILDING,,CP STREET,,FORT,,MUMBAI,400001",Mumbai
"117,SADGURU EMPIRE 2 PLOT NO 2,REVENUE SUEVEY NO 54/1/1/2 NEAR RASHAPIR CIRCLE VILLAGE DHRUB,TAL. MUNDRA KUTCH GUJRAT,370415",Mundra Kutch Gujrat
"SECON FLOOR 207,SHAAN COMPLEX NR SAKAR 4,ASHRAM ROAD,OPP TOWNHALL ELLISHBRIDGE,380009",Opp Townhall Ellishbridge
"PLOT NO 80/B, WARD-9/AF,,ODHAVRAM SOCIETY,,GANDHIDHAM,DIST KUTCH,370240",Dist Kutch
"SF6 P-15,SECTOR - 9,GANDHIDHAM,KACHCHH GUJARAT,370201",Kachchh Gujarat
"204, SECOND FLOOR,RIDDHI SHIDDHI ARCADE II,PLOT NO 40,SECTOR 8,370201",Nan
"L-9,SUNDER SINGH BUILDING,MAIN MAHIPALPUR VASANT KUNJ,MAHIPALPUR,110037",Mahipalpur
"PLOT NO-14,SECTOR NO -8,B/H BM PETRO PUMP,GANDHIDHAM,370201",Gandhidham
"G-1, TORANA APPARTMENT,,P&T QUARTERS, SAHAR VILLAGE ROAD,ANDHERI (EAST),ANDHERI,400099",Andheri
"OFFICE NO.8,PD PLAZA,TAGOR ROAD,NEAR BSNL OFFICE,370201",Near Bsnl Office
"16A,MAHAVIR NAGAR,JAIN SOCIETY ANTARJAL ADIPUR,GANDHIDHAM KUTCH,370205",Gandhidham Kutch
"147, 148, 176,CHINUBHAI TOWER,NEAR HK COLLEGE, ASHRAM ROAD,NEHRU BRIDGE,380009",Nehru Bridge
"OFFICE NO 22,GOLDEN ARCADE,ZERO POINTS ADANI PORT ROAD,MUNDRA,370421",Mundra
"B-503,,SILVER ASTRA,J.B. NAGAR, ABOVE GREATER BOMBAY BANK,ANDHERI EAST, MUMBAI,400099",Mumbai
"707-713,CORPORATE CENTRE, NIRMAL LIFESTYLE, LBS MARG,MULUND-WEST, MUMBAI CITY, MAHARASHTRA, 400080,MULUND-WEST, MUMBAI CITY, MAHARASHTRA, 400080,400080",Maharashtra
"SHOP NO.07.. SHAZ 121.. WARD2A,SHAZ 121,WARD 2A,ADIPUR, KACHCHH GUJARAT,370205",Kachchh Gujarat
"3RD FLOOR, OFFICE NO.33 ,, DER DEUTSCHE, PARKZ MOUJE,,,SUBHASH NAGAR ROAD, NEXT TO CLASSIC MARBLE,NEAR CEAT TYRE, OPP NAHUR RAILWAY STATION,BHANDUP WEST MUMBAI CITY, MAHARASHTRA,400078",Maharashtra
"BEHIND CUSTOM OFFICE,BUNDER ROAD,BUNDER ROAD,PORBANDAR,370575",Porbandar
"B-504, 5TH FLOOR,ANSAL CHAMBER 1,BHIKAJI CAMA PLACE,NEW DELHI,110066",New Delhi
"PLOT NO. 38-44/89 SADGURU SMART CITY,VILLAGE KAPAYA,TA MUNDRA,DISTRICT KACHCHH,370405",District Kachchh
"BEHIND ASHAPURA RESTAURANT,,PLOT NO. 82, G.I.D.C., APL ROAD,,DHRUB,,MUNDRA,370421",Mundra
"PLOT NO 241, 2ND FLOOR,OFFICE NO 4, GAJJAR CHAMBER,WARD 12/B,,GANDHIDHAM, KACHCHH,,370201",Nan
"PLOT NO.51/52/53,AMBIKA NAGAR,BAROI ROAD,MUNDRA,370421",Mundra
"OFFICE NO-19,SECOND FLOOR,,ADMIN BUILDING, TG TERMINALS CFS,,SECTOR-11,NR.OLD PORT ROAD,BHARAT CFS ZONE-1,,AP & SEZ LTD, MUNDRA(KUTCH)GUJARAT,370421",Gujarat
"PLOT NO. 386,,SECTOR - 1/A,MAMLATDAR LANE,GANDHIDHAM,370201",Gandhidham
"FLAT NO 1.5.130,S LAMXI SOCIETY,BAROI ROAD,TALUKA MUNDRA,370421",Taluka Mundra
"53/55,MODI STREET,DHANRAJ NIWAS,FORT MUMBAI,400001",Fort Mumbai
"403, FORTH FLOOR,UPNISHAD,NR. SHREYAS RAILWAY OVER BRIDGE,,ABOVE SHRADDHA MOTORS, AMBAWADI,380015",Ambawadi
"DBZ-N-192,,FIRST PART FLOOR,CABIN NO.5,,GANDHIDHAM, GUJRAT,370210",Gujrat
"306, III FLOOR, KUNTAL BLDG,MODY ESTATE,,L.B.S. MARG, GHATKOPAR WEST,MUMBAI,400086",Mumbai
"B-517,GOPAL PALACE OPP. OCEAN PARK,SATELLITE ROAD,SATELLITE ROAD,380015",Satellite Road
"B 21 THE ADDRESS,WEST GATE BY TRUE VALUE,S.G.HIGHWAY , NR. YMCA CLUB,AHMEDABAD,380015",Ahmedabad
"203, 1ST FLOOR,,CHANDRAMAULI, COMPLEX, NEAR OLD PETROL PUMP,,BAROI ROAD,,MUNDRA, KUTCH,370421",Kutch
"OFFICE NO 115,GOLDEN ARCADE,ZERO POINT,ZERO POINT,370421",Zero Point
"OFFICE NO. 4,2ND FLOOR,MICT CFS,MUNDRA,370405",Mundra
"3/79, D BLOCK, I FLOOR,NITHYANAND SAGAR APARTMENTS,MADHAVARAM HIGH ROAD,PERAMBUR,600011",Perambur
"OFFICE NO. 04, GROUND FLOOR , SADGURU PLAZA, WING-C,,ADANI NEW BYPASS ROAD, NEAR BY SHANTIVAN COLONY,,BEHIND SHANTINATH MAHADEV, NANA KAPAYA,MUNDRA, KUTCH, GUJARAT- INDIA,370421",Gujarat- India
"21,1ST FLOOR,JOHARI PALACE,51M. G. ROAD INDORE,JOHARI PALACE,452001",Johari Palace
"A-27, KIRTI NAGAR,OPP. KAMAL & CO.,KIRTI NAGAR,TONK ROAD,302015",Tonk Road
"PLOT NO. 96A, IIIRD FLOOR, POCKET. 10,SECTOR. 13, DWARKA.,NEAR RADISSON HOTEL, DWARKA,NEW DELHI,110075",New Delhi
"OFFICE NO. 210, 211, 2ND FLOOR,WARD 12/C, PLOT NO.589,VARONISHA CROSSWAY,GANDHIDHAM , GUJARAT,370201",Gujarat
"FF02,PLOT NO.317,SONALI PARK,WARD 12B,OPP.IDBI BANK,GANDHIDHAM,370201",Gandhidham
"8,ABHISEKH COMPLEX,S T ROAD NEAR UNION BANK,VERAVAL,362265",Veraval
"PLOT NO. 9 AND 10,PRIME FORWARDERS,SECTOR 2, NEAR LIONS CLUB,GANDHIDHAM,370201",Gandhidham
"D-14/1,OKHLA INDUSTRIAL AREA,PHASE-1,NEW DELHI,110020",New Delhi
"4, KOMAL COMPLEX,,1ST FLOOR, PLOT NO. 305,,WARD-12B,,GANDHIDHAM,370201",Gandhidham
"PLOT NO.323, SECTOR 1/A, GANDHIHDAM,PLOT NO.323, SECTOR 1/A, GANDHIHDAM,PLOT NO.323, SECTOR 1/A, GANDHIHDAM,PLOT NO.323, SECTOR 1/A, GANDHIHDAM,370201",Gandhihdam
"OFFICE NO. 4&5,MANI COMPLEX,,PLOT NO. 84,SECTOR NO. 8, GANDHIDHAM,370201",Gandhidham
"OFFICE 513,THE CORPORATE CENTRE,LBS ROAD,MULUND WEST MUMBAI,400080",Mulund West Mumbai
"H-12 RAMDEV NAGAR,MUNDRA BAROI ROAD,OLD PETROL PUMP KUTCH,KUTCH,370421",Kutch
"2/254/255/256,KAYANI DELLI,,JAKHAV ABADASA,,KUTCH,370655",Kutch
"A-905, 9TH FLOOR,,SHELTON SAPPHIRE,,PLOT NO. : 18 & 19, SECTOR 15,,CBD BELAPUR, NAVI MUMBAI,400614",Navi Mumbai
"OFFICE NO S-1, 2ND FLOOR,EMERALD HOUSE,PLOT NO 195, SECTOR-1 A,GANDHIDHAM KUTCH,370201",Gandhidham Kutch
"FIRST FLOOR, OFFICE NO.103,PLOT NO.302, SINDHU-2,,WARD NO. 12/B, GANDHIDHAM,GANDHIDHAM,370201",Gandhidham
"1986,RANI BAGH,RANI BAGH,DELHI,110034",Delhi
"216, 2ND FLOOR,,MADHAV PALACE,,OPP.GANDHIDHAM CHAMBER OF COMMERCE,PLOT NO. 55 SECTOR-8,370201",Nan
"15- B,SADGURU SMART CITY,VILLAGE- NANA KAPAYA, TALUKA-MUNDRA,DISTRCT- KACHCHH, GUJARAT,370415",Gujarat
"21 BAGESHREE TOWNSHIP 7,LS NO ,469/5 VILLAGE,VARSHAMEDI TALUKA,ANJAR DISTRICT KACHCHH GUJRAT,370110",Anjar District Kachchh Gujrat
"OFFICE NO 3,BUILDING NO 6,LBS MARG,BHANDUP WEST,400078",Bhandup West
"PLOT NO. 109,RAJVI HOUSE, SECTOR - 8,GANDHIDHAM,KUCHCHH,370201",Kuchchh
"B 72-73,B 72-73 ROHIT HOUSE OFF NO 303 MB RD,MB ROAD,VISHWAKARMA COLONY,110044",Vishwakarma Colony
"31, MOMAI PARK,,BAROI ROAD,,MUNDRA,KUTCH,370421",Kutch
"1ST FLOOR, 14/2, INFOTECH CENTER,OLD GURGAON DELHI ROAD,UDYOG VIHAR, GURGAON,GURGAON,122016",Gurgaon
"213,PLOT NO. 356, WARD 12-B,GOKUL PARK BUILDING,NEAR AXIS BANK,GANDHIDHAM, KUTCH,370201",Kutch
"SHRI RAVI RADAL KRUPA,PUNITNAGAR-2,,STREET NO-6,,NR. JAMNAGAR RAOD, RAJKOT,360006",Rajkot
"B-108 ALAP CENTURY,NR. PUSHKAR DHAM SOCIETY,KALAWAD ROAD,RAJKOT,360005",Rajkot
"OFFICE NO. 201,2ND FLOOR,SUNSHINE ARCADE II,PLOT NO. 37, SECTOR - 8, GANDHIDHAM -,370201",Gandhidham -
"419/1/2 TANK PAKHADI,VICTOR MAXI COMPOUND,SAHAR VILLAGE,ANDHERI - E,400099",Andheri - E
"SECOND FLOOR,PLOT NO 320, R K HOUSE,SECTOR 1A,GANDHIDHAM,370201",Gandhidham
"KIRAN HOUSE,PLOT NO. 8, SECTOR 8,OPP. POST OFFICE,GANDHIDHAM,370201",Gandhidham
"PLOT NO. 08,KIRAN HOUSE,SECTOR 08,GANDHIDHAM,370201",Gandhidham
"PLOT NO:51/52/53, AMBIKA NAGAR,BAROI, MUNDRA,BAROI,AMBIKA NAGAR,370421",Ambika Nagar
"75-77/F,-,KALAPURNA ASHISH,BAROI,370421",Baroi
"2ND FLOOR OFFICE NO 2,GOYAL COMMERCIAL CENTRE,PLOT NO 259,WARD 12 B GANDHIDHAM,370201",B Gandhidham
"102, BHAVANI COMPLEX,,PLOT NO 67/68/68A, SECTOR 19A,VASHI,NAVIMUMBAI,400705",Navimumbai
"D.B.Z.-S-189, FIRST FLOOR,AGARWAL HOUSE,,OPP. SHIVAJI PARK,,GANDHIDHAM, KUTCH,370201",Kutch
"105,DESAI CHEMBERS,MODI STREET,FORT MUMBAI,40001",Nan
"ROOM NO - 01,AMBICA NAGAR,AMBICA NAGAR,MUNDRA,370421",Mundra
"PLOT NO 44-45,GIDC,GIDC,MUNDRA KUTCH,370421",Mundra Kutch
"OFFICE NO 206,GOLDEN HEIGHTS PLOT NO 12,TAGORE ROAD SECTOR 8,BEHIND BM PETROL PUMP,370201",Behind Bm Petrol Pump
"OFFICE NO. 1, 2ND FLOOR,,SHAH AVENUE- , PLOT NO 211, WARD 12/B,GANDHIDHAM, KUTCH,GUJARAT,370201",Gujarat
"OFFICE NO.5,AMRUTKRUPA BLD,JAWAHAR CHOWK,NEAR BUS DEPOT,370421",Near Bus Depot
"604,,BALAJI BUSINESS PARK, NEAR TIME SQUARE,ANDHERI KURLA ROAD, MAROL,ANDHERI EAST,400059",Andheri East
"A-1 & 2,,VAIHAV C.H.S.,SAHAR PIPELINE ROAD,ANDHERI ( EAST ),400098",Nan
"OFFICE NO.14, 2ND FLOOR, COPORATE PARK,PLOT NO.102, SECTOR-08,,GANDHIDHAM,KUTCH,370201",Kutch
"311/312 A WING CITY MALL PLOT NO 4,SECTOR 19, VASHI TURBHE MAIN ROAD,NAVI MUMBAI 400705,TURBHE,400705",Turbhe
"123-124,GOLDEN ARCADE,PLOT NO. 141-142, SECTOR 8,GANDHIDHAM,370201",Gandhidham
"F 14,MAIN ROAD,KALKAJI,NEW DELHI,110019",New Delhi
"PLOT NO 32 TO 35 SHREEJI NAGAR 1,BACK SIDE JK BROTHER SHOP,BAROI ROAD,MUNDRA,370421",Mundra
"208,SUNSHINE ARCADE,PLOT NO 59 SECTOR 8,TAGORE ROAD,GANDHIDHAM,370201",Gandhidham
"H.NO. 1/9921,TOP FLOOR,STREET NO. 3H,WEST GORAKH PARK SHAHDARA DELHI,110032",West Gorakh Park Shahdara Delhi
"KHASARA NO.24, BEHIND DIRT INDIA,PVT LTD,,KHAN PURA,,MANDIDEEP,462026",Mandideep
"OFFICE NO 204, SECOND FLOOR,,SUNSHINE ARCADE - II, PLOT NO 37,,SECTOR - 8,,GANDHIDHAM,370201",Gandhidham
"OFFICE NO 22, CORPORATE PARK,PLOT NO 102, TAGORE ROAD,,SECTOR-8, GANDHIDHAM,KITCHH,GUJRAT,370201",Gujrat
"SHOP NO. 9,ASHAPURA, COMMERCIAL COMPLEX,GIDC, - ADANI PORT, MAIN ROAD,MUNDRA DISTRICT KUTCH,370421",Mundra District Kutch
"36-NH, WARD NO 9-AH,SHITAL NIWAS,SUBHASH NAGA,GANDHIDHAM, KACHCHH,,370201",Nan
"OFF NO 205 2ND FLOOR PLOT NO 329, WARD12/B,INFINITY BUILDING,TAGORE ROAD,GANDHIDHAM,370201",Gandhidham
"214-218,TRADE CENTRE,SECTOR 8 PLOT NO. 46,NEAR TIMBER BHAVAN,370201",Near Timber Bhavan
"PLOT NO 48/8,SEC-1 BEHIND MODERN SCHOOL,,OSLO SOCIETY,GANDHIDHAM,GANDHIDHAM,370201",Gandhidham
"B 402 VASANT VIHAR BUILDING,VAISHALI NAGAR MULUND WEST,BALRAJESHWAR ROAD,MULUND MUMBAI,400080",Mulund Mumbai
"PLOT NO 94-98/I,KALAPURNA ASHISH,BAROI ROAD,MUNDRA KUTCH GUJARAT,370421",Mundra Kutch Gujarat
"M-12/13, 1ST FLOOR,KASHISH ARCADE, OPP. HOTEL CENTRE PALACE,MUNDRA PORT ROAD,ZERO POINT,370421",Zero Point
"FIRST FLOOR,106,NIRAV CHAMBER,ABVE DENA BANK,GANDHIDHAM, KUCHCHH,370201",Kuchchh
"101 102 RAJKAMAL ARCADE,PLOT NO 353 WARD 12B,GANDHIDHAM,KUTCH,370201",Kutch
"CBX-334,FIRST FLOOR,WARD NO.2/A,ADIPUR,ADIPUR,ADIPUR KACHCHH,370205",Adipur Kachchh
"CBX-334,FIRST FLOOR,WARD NO.2/A,ADIPUR,ADIPUR,ADIPUR KACHCHH,370205",Adipur Kachchh
"FIRST FLOOR, OFFICE NO C-103,KUTCH ARCADE-PLATINUM,MITHI ROHAR,GANDHIDHAM, KACHCHH,370201",Kachchh
"OFFICE NO. 63/64,GMA BUILDING,PLOT 297, WARD 12B,NR. OLD COURT, GANDHIDHAM,370201",Gandhidham
"PLOT NO B 223,SAPNA NAGAR,GANDHIDHAM,GANDHIDHAM,370201",Gandhidham
"D-67,,MAIN BAZAR,,NR. CHAWLA CHOK,,GANDHIDHAM.,370201",Nan
"OFFICE NO.3, GR. FLOOR, PLOT NO.102, SECTOR8,CORPORATE PARK,GANDHIDHAM,KACHCHH,370201",Kachchh
"BUNDER ROAD,NEAR MANDVI GMB PORT,PORT ROAD,MANDVI,370465",Mandvi
"OFFICE NO 322 SECOND FLOOR,FRIENDS SQUIRE BUILDING,TAGORE ROAD GANDHIDHAM,GANDHIDHAM,370201",Gandhidham
"PLOT NO. 257,,TENAMENT NO. 5,,WARD 10A,,GANDHIDHAM,370201",Gandhidham
"S-35/5,DLF PHASE 3,GURGAON,HARYANA,122002",Haryana
"49,,ADITYA RESIDENCY,,THALTEJ-SHILAJ ROAD,,AHMEDABAD,380058",Ahmedabad
"16-21,,SWAMINARAYAN MANDIR BUILDING,NEAR JAY RESIDENCY,SECTOR 4,370201",Nan
"F 206/207/208/209,ITC PARK , TOWER NO.2,,STATION COMPLEX BUILDING, CBD BELAPUR- NAVI MUMBAI,CBD BELAPUR,400614",Cbd Belapur
"OFFICE NO 207,,KASHISH ARCADE BUILDING,G A P L ROAD,ZERO POINT,370421",Zero Point
"338,,DC-5, BESIDE WATER TANK,ADIPUR,GANDHIDHAM,370201",Gandhidham
"3RD FLOOR, UNIT NO. 303, STAR HUB, BUILDING NO. 1,,SAHAR VILLAGE, NEAR INTL AIRPORT,,LANDMARK HOTEL ITC MARATHA, ANDEHRI EAST,,MUMBAI CITY, MAHARASHTRA,,400099",Nan
"NEAR S.T. STAND,BAROIWALA GATE,BUNDER ROAD,MUNDRA,370421",Mundra
"FLAT NO. C-304, PLOT NO. - 24,,THARWANI HERITAGE, NEAR THREE STAR HOTEL,KHARGHAR,SECTOR-07,,,KHARGHAR, RAIGAD, MAHARASHTRA,410210",Maharashtra
"BUNGLOW NO:1,SURVEY NO:30/1,MADHAV RESIDENCY,,VILLAGE SHINAI,GANDHIDHAM,370205",Gandhidham
"421 , 4TH FLOOR,PLOT NO.49 , NAV VYAPAR BHAVAN,P DMELLO ROAD,MASJID BUNDER (EAST),400007",Nan
"210, 2ND FLOOR,SKYLARK,PLOT NO 63, SECTOR 11,CBD BELAPUR,400614",Cbd Belapur
"B222,BALAJI BHAVAN,PLOT NO 42A SECOTOR 11,CBD BELAPUR,400614",Cbd Belapur
"C-49 US VILLA,SWAMINARAYAN NAGAR,BAROI,MUNDRA,370421",Mundra
"111, RATNAKALA ARCADE,,1ST FLOOR,,G.A.P.L. ROAD,MUNDRA - KUTCH,370421",Mundra - Kutch
"OFFICE NO 7, FIRST FLOOR,,GALAXY RESIDENCY,,MUNDRA PORT ROAD,,KUTCH, GUJARAT,370421",Gujarat
"R.NO. 134,OVERSEAS WAREHOUSING COMPLEX(OWPL)),C-205, PHASE-5,FOCAL POINT, LUDHIANA(PUNJAB),141010",Nan
"HISSA NO 8, KAILASH ARCADE,OFFICE NO. 111, PLOT NO. 1, NA RS,NO. 53/1, IN AUM COMMERCIAL PARK, NEAR ZERO POIN,MUNDRA PORT ROAD,, VILLAGE DHARB, KACHCHH, GUJARAT, 370421,370421",Gujarat
"40 GOA STREET,SRI RADHAKRISHNA SHIPPING P LTD,OFF SHAHID BHAGATSINGH ROAD,FORT,400001",Fort
"PLOT NO-55 OFFICE NO 108 FIRST FLOOR,MADHAV PALACE,SECTOR 8,OPP D MART,370201",Opp D Mart
"OFFICE NO. 124, FIRST FLOOR,,MANALI TOWER,,PLOT NO.110, SECTOR 8, BH. OSLO CINEMA,,GANDHIDHAM,370201",Gandhidham
"PLOT NO 97, FLAT NO. 202,,SHRADDHA APARTMENT,SECTOR 7,GANDHIDHAM,370201",Gandhidham
"OFF. NO. 1,KESAR ARCADE BUILDING,PLOT NO. 51,SECTOR 8, GANDHIDHAM,370201",Gandhidham
"A 305 CLASSIQUE CENTRE,26, MAHAL IND. EASTATE,,OFF MAHAKALI CAVES ROAD,,ANDHERI (E),400093",Nan
"A 304, CLASSIQUE CENTRE,26 MAHAL IND. EASTATE,,OFF MAHAKALI CAVES ROAD,ANDHERI (E),400093",Nan
"OFFICE NO 102 FF,SUDGURU EMPIRE,MUNDRA PORT ROAD,MUNDRA 370421,370421",Nan
"ROOM NO. 111, GOLDEN ARCADE,,2ND FLOOR, NEAR ZERO POINT,,ADANI PORT ROAD, MUNDRA,,DIST: KUTCH, GUJARAT,370421",Gujarat
"A-1023 SURYA BHAWAN,ROAD NO. 6,VILLAGE MAHIPALPUR,NEW DELHI,110037",New Delhi
"1ST FLOOR NO-1,C PORTION MOOR STREET,PARRY,CHENNAI,600001",Chennai
"E-132 B,VISHWAKARMA COLONY,M.B. ROAD,NEW DELHI,110044",New Delhi
"OFFICE NO. 4, SEABIRD CFS, ADANI PORT ROAD, MUNDRA,,OFFICE NO. 4, SEABIRD CFS, ADANI PORT ROAD, MUNDRA,,OFFICE NO. 4, SEABIRD CFS, ADANI PORT ROAD, MUNDRA,,OFFICE NO. 4, SEABIRD CFS, ADANI PORT ROAD, MUNDRA,,370421",Nan
"OFFICE NO 215, SECOND FLOOR,BLUEROSE BUILDING,GANDHIDHAM,GANDHIDHAM - KUTCH,370201",Gandhidham - Kutch
"204, 2ND FLOOR,,NIRAV CHAMBER,BANKING CIRCLE,ABOVE BANK OF BARODA,370201",Above Bank Of Baroda
"OFFICE NO. 123,SADGURU EMPIRE,ADANI PORT ROAD,MUNDRA (KACHCHH) GUJARAT,370421",Gujarat
"804A-807,SKYLARK BUILDING, 60,NEHRU PLACE,NEW DELHI,110019",New Delhi
"SCF- 5, SECOND FLOOR,URBAN ESTATE,FOCAL POINT,OPP. FCI GODOWN, JAMALPUR,LUDHIANA,141010",Ludhiana
"47,VIRAJ IMPEX HOUSE,P D MELLO ROAD,MUMBAI,400007",Mumbai
"PLOT NO 110/5,SECTOR-2,SECTOR-2,SECTOR-2,370201",Nan
"OFFICE NO 01 & 02,LANDMARK CFS,NEAR ADANI PORT ROAD,MUNDRA,370422",Mundra
"OFFICE NO.110,SADGURU EMPIRE,NR.RASHAPIR CIRCLE, DHRAB,MUNDRA,370421",Mundra
"705-706,CHIRANJIV TOWER 43,NEHRU PLACE,NERU PLACE,110017",Neru Place
"14/15,,GEETA SADAN,,NS ROAD,,MULUND WEST, MUMBAI,400080",Mumbai
"B-16,INDRAPRASTH COMPLEX,,SHAKTI NAGAR,,ADANI PORT ROAD,,MUNDRA,370421",Mundra
"PLOT NO. 46,SECTOR 1A,OPP, OLD COURT,GANDHIDHAM,370201",Gandhidham
"TULSIDAS KHIMJI PRIVATE LIMITED,TK HOUSE,SHRIKANT HARDKAR MARG,COTTON GREEN WEST,400033",Cotton Green West
"204,TRIVENI ARCADE,RANGOLI PARKING,MUNDRA,370421",Mundra
"1011 UNIVERSAL MAJESTIC,,BEHIND RBK INTERNATIONAL ACADEMY,OFF GHATKOPAR MANKHURD LINK ROAD,CHEMBUR MUMBAI,400088",Chembur Mumbai
"UNIQUE HOUSE,P. NO. 126,SEC 1/A,GANDHIDHAM,370201",Gandhidham
"210-211,,RIDDHI SIDDHI ARCADE,,PLOT NO 13,,SECTOR 8, GANDHIDHAM,370201",Gandhidham
"GUEST HOUSE ROOM NO: 117,BANSIDHAR,NEAR SONAL KRUPA, SHANTINAGAR,ADANI PORT ROAD, MUNDRA-KUTCH,370421",Mundra-kutch
"ROOM NO 39,PARTH SOCIETY,MARUTI NAGAR-II,MUNDRA,370421",Mundra
"FIRST, COMPARTMENT NO. 10 / 11, PLOT NO.2,,BHAGWATI COMPOUND , MAROL CO-OPERATIVE INDUSTRIAL ESTATE,OFF M. V. ROAD, ANDHERI EAST, MUMBAI CITY, MAHARASHTRA, 400059,OFF M. V. ROAD, ANDHERI EAST, MUMBAI CITY, MAHARASHTRA, 400059,400059",Maharashtra
"OFFICE NO.01, 1ST FLOOR,,MARUTI CORNER COMPLEX,,NEW ADANI PORT ROAD,,RASAPIR CIRCLE,,370421",Nan
"PLOT NO. 130,NARMADA,WARD 12/C,LILASHAH NAGAR,370199",Lilashah Nagar
"PLOT NO 153 SURVEY NO 193/2,MANGLESHWAR NAGAR,MEGHPAR,BORICHI ANJAR,370110",Borichi Anjar
"C K 65/434,BADI PEARI,KABIRCHAURA,BADI PEARI,221010",Badi Peari
"OFFICE NO.06 (206),RAVI AVENU,ADANI PORT ROAD,SHAKTI NAGAR OPP 4WAY HOTEL,370421",Way Hotel
"2NF FLOOR, 60,,GREAT SOCIAL BUILDING,SIR P M ROAD,MUMBAI,400001",Mumbai
"TEST FLAT NO,TEST BUILDING,TEST ROAD,TEST ROAD,400086",Test Road
"C-1209,KAILAS BUSINESS PARK,,VEER SAVARKAR ROAD,PARK SITE,,VIKROLI (W), MUMBAI,400079",Mumbai
"8 ,,ANUPAM APPARTMENT,SHAKTI SOCIETY,,NR. SHREYAS CROSSING,,PALDI, AHMEDABAD, GUJARAT,380007",Gujarat
"OFFICE NO 114 1ST FLOOR,MADHAV PALACE,SECTOR 8,NEAR D MART,370201",Near D Mart
"DEEPAK COMPLEX, 2ND FLOOR, PLOT NO. 315,SECTOR 12-B,NEAR OLD COURT,GANDHIDHAM,370201",Gandhidham
"OFFICE NUMBER 203 AND 204,PUB BUILDING ADANI PORT ROAD,ADANI PORT AND SEZ,MUNDRA,370421",Mundra
"OFFICE NO- 203 & 204, 2ND FLOOR,,GOLDEN HEIGHTS,,PLOT NO: 12, SECTOR:8,,BEHIND BM PETROL PUMP,370201",Behind Bm Petrol Pump
"R.NO115,SADGURU EMPIRE,ADANI PORT ROAD,NEAR RASAPIR CIRCLE,370421",Near Rasapir Circle
