Address,City
"T.C.X NORTH NO:49, MAIN MARKET GANDHIDHAM. KUTCH. GUJARAT,T.C.X NORTH NO:49, MAIN MARKET GANDHIDHAM. KUTCH. GUJARAT,MAIN MARKET GANDHIDHAM,MAIN MARKET GANDHIDHAM,370201",MAIN MARKET GANDHIDHAM
"1ST FLOOR, OFFICE NO. 107,,NIRAV CHAMBERS,,PLOT NO. 13, SECTOR NO. 9,,GANDHIDHAM, KACHCHH, GUJARAT,,370205",
"UNIT NO-505, 5TH FLLOR,NEPTUNE UPTOWN,N S ROAD MULUND WEST,NEAR POST OFFICE,400080",NEAR POST OFFICE
"512 B,SWASTIK DISHA CORPORATE PARK,GHATKOPAR WEST,,MUMBAI,400086",MUMBAI
"OFFICE NO. 107, FIRST FLOOR,,PLOT NO. 16, SECTOR 9/A,BLUE ROSE ARCADE,GANDHIDHAM KUTCH,370201",GANDHIDHAM KUTCH
"WARD 12B ,,OFFICE NO 7,PLOT NO 331 & 332,GANDHIDHAM KUTCH,370201",GANDHIDHAM KUTCH
"427,SHRIKANT CHAMBER,V N PURAV MARG,CHEMBUR. MUMBAI,400071",MUMBAI
"OFFICE 215 PLOT NO 80 2ND FLOOR,NILESH PARK,SECTOR 8,GANDHIDHAM KUTCH,370203",GANDHIDHAM KUTCH
"216 VARUNISHA CROSSWAL,,PLOT NO. 589,,NR. POLICE STATION CHAR RASTA,WARD 12/C, GANDHIDHAM,370201",GANDHIDHAM
"BAROIWALA GATE,NR. ST STAND,BUNDER ROAD,MUNDRA,370421",MUNDRA
"OFFICE NO. 207, 2ND FLOOR,TRIVENI ARCADE, RANGOLI,ADANI PORT ROAD,MUNDRA, KUCHCHH, GUJARAT,370421",GUJARAT
"1081,URBAN ESTATE,PHASE-II,JALANDHAR,144005",JALANDHAR
"P.NO-367/A, APNA NAGAR,GANDHIDHAM,KACHCHH,GUJARAT,370201",GUJARAT
"OFFICE NO.110, FIRST FLOOR,PLOT NO. 327, WARD 12/B,,ICON BUILDING,TAGORE ROAD,,GANDHIDHAM,370201",GANDHIDHAM
"A1,SHIV GANGA APARTMENT,ZAVER ROAD,MULUND WEST MUMBAI,400080",MULUND WEST MUMBAI
"D-6, NEAR ICD,BASNI 2ND PHASE,MIA,JODHPUR,342005",JODHPUR
"OFFICE 1 & 2 2ND FLOOR,AASTHA COPLEX,NEAR KIDZEE SCHOOL SINDHUBAG ROAD,GURUKUAL,370201",GURUKUAL
"FFICE: 8, FIRST FLOOR, KESAR ARCADE,PLOT NO. 51,,SECTOR 8,,GANDHIDHA,370201",GANDHIDHA
"PLOT 50, SECTOR 8,MERIDIAN HOUSE,BM PUMP ROAD,GANDHIDHAM,370201",GANDHIDHAM
"MY-1,.,MARSHALLING YARD,KANDLA SPECIAL ECONOMIC ZONE,370230",KANDLA SPECIAL ECONOMIC ZONE
"GROUND FLOOR, ROOM NO-1,MAYASHAKAR, J.VORA BUILDING,,TILAK ROAD,MULUND,400081",MULUND
"IN ASTHA HOSPITAL LANE, BLOCK NO. 104/4,BACK SIDE, AMBE ASHISH, AGRA ROAD,,MULUND WEST,,MUMBAI,400082",MUMBAI
"117, FIRST FLOOR,,MADHAV PALACE, SECTOR 8,,PLOT NO. 55, GANDHIDHAM,,KACHCHH, GUJARAT, 370201,370201",GUJARAT
"OFFICE NO 205, SECOND FLOOR,INFINITY BUILDING,PLOT NO 329 WARD NO 12/B,GANDHIDHAM, KUTCH,370201",KUTCH
"UNIIT NO 405 4TH FLOOR,ELLORA FIESTA PLOT NO 8,SECTOR 11 SANPADA NAVI MUMBAI,MUMBAI,400705",MUMBAI
"58,MOMAY PARK,VILL. BAROI,MUNDRA,370421",MUNDRA
"OFFICE NO.203, 2ND FLOOR,PLOT NO.212, KIRAN COMPLEX,WARD -12 B GANDHIDHAM,KUTCH,370201",KUTCH
"ROON NO 40 2ND FLOOR,113 SARSAWATI SADAN,KESHVAJI NAIK ROAD,CHINCH BUNDER MASJID,400009",CHINCH BUNDER MASJID
"OFFICE NO 15 RAJ LAXMI PLACE,RAJ LAXMI PLACE,BAROI ROAD MUNDRA,NR ADANI GUEST HOUSE,370421",NR ADANI GUEST HOUSE
"1502/B-2, UNIVERSAL MAJESTIC,,BEHIND RBK INTERNATIONAL ACADEMY,,P. L. LOKHANDE MARG, CHEMBUR (WEST),,MUMBAI,400 043",
"17, BAHUBALI BUILDING,,CP STREET,,FORT,,MUMBAI,400001",MUMBAI
"117,SADGURU EMPIRE 2 PLOT NO 2,REVENUE SUEVEY NO 54/1/1/2 NEAR RASHAPIR CIRCLE VILLAGE DHRUB,TAL. MUNDRA KUTCH GUJRAT,370415",MUNDRA KUTCH GUJRAT
"SECON FLOOR 207,SHAAN COMPLEX NR SAKAR 4,ASHRAM ROAD,OPP TOWNHALL ELLISHBRIDGE,380009",OPP TOWNHALL ELLISHBRIDGE
"PLOT NO 80/B, WARD-9/AF,,ODHAVRAM SOCIETY,,GANDHIDHAM,DIST KUTCH,370240",DIST KUTCH
"SF6 P-15,SECTOR - 9,GANDHIDHAM,KACHCHH GUJARAT,370201",KACHCHH GUJARAT
"204, SECOND FLOOR,RIDDHI SHIDDHI ARCADE II,PLOT NO 40,SECTOR 8,370201",
"L-9,SUNDER SINGH BUILDING,MAIN MAHIPALPUR VASANT KUNJ,MAHIPALPUR,110037",MAHIPALPUR
"PLOT NO-14,SECTOR NO -8,B/H BM PETRO PUMP,GANDHIDHAM,370201",GANDHIDHAM
"G-1, TORANA APPARTMENT,,P&T QUARTERS, SAHAR VILLAGE ROAD,ANDHERI (EAST),ANDHERI,400099",ANDHERI
"OFFICE NO.8,PD PLAZA,TAGOR ROAD,NEAR BSNL OFFICE,370201",NEAR BSNL OFFICE
"16A,MAHAVIR NAGAR,JAIN SOCIETY ANTARJAL ADIPUR,GANDHIDHAM KUTCH,370205",GANDHIDHAM KUTCH
"147, 148, 176,CHINUBHAI TOWER,NEAR HK COLLEGE, ASHRAM ROAD,NEHRU BRIDGE,380009",NEHRU BRIDGE
"OFFICE NO 22,GOLDEN ARCADE,ZERO POINTS ADANI PORT ROAD,MUNDRA,370421",MUNDRA
"B-503,,SILVER ASTRA,J.B. NAGAR, ABOVE GREATER BOMBAY BANK,ANDHERI EAST, MUMBAI,400099",MUMBAI
"707-713,CORPORATE CENTRE, NIRMAL LIFESTYLE, LBS MARG,MULUND-WEST, MUMBAI CITY, MAHARASHTRA, 400080,MULUND-WEST, MUMBAI CITY, MAHARASHTRA, 400080,400080",MAHARASHTRA
"SHOP NO.07.. SHAZ 121.. WARD2A,SHAZ 121,WARD 2A,ADIPUR, KACHCHH GUJARAT,370205",KACHCHH GUJARAT
"3RD FLOOR, OFFICE NO.33 ,, DER DEUTSCHE, PARKZ MOUJE,,,SUBHASH NAGAR ROAD, NEXT TO CLASSIC MARBLE,NEAR CEAT TYRE, OPP NAHUR RAILWAY STATION,BHANDUP WEST MUMBAI CITY, MAHARASHTRA,400078",MAHARASHTRA
"BEHIND CUSTOM OFFICE,BUNDER ROAD,BUNDER ROAD,PORBANDAR,370575",PORBANDAR
"B-504, 5TH FLOOR,ANSAL CHAMBER 1,BHIKAJI CAMA PLACE,NEW DELHI,110066",NEW DELHI
"PLOT NO. 38-44/89 SADGURU SMART CITY,VILLAGE KAPAYA,TA MUNDRA,DISTRICT KACHCHH,370405",DISTRICT KACHCHH
"BEHIND ASHAPURA RESTAURANT,,PLOT NO. 82, G.I.D.C., APL ROAD,,DHRUB,,MUNDRA,370421",MUNDRA
"PLOT NO 241, 2ND FLOOR,OFFICE NO 4, GAJJAR CHAMBER,WARD 12/B,,GANDHIDHAM, KACHCHH,,370201",
"PLOT NO.51/52/53,AMBIKA NAGAR,BAROI ROAD,MUNDRA,370421",MUNDRA
"OFFICE NO-19,SECOND FLOOR,,ADMIN BUILDING, TG TERMINALS CFS,,SECTOR-11,NR.OLD PORT ROAD,BHARAT CFS ZONE-1,,AP & SEZ LTD, MUNDRA(KUTCH)GUJARAT,370421",GUJARAT
"PLOT NO. 386,,SECTOR - 1/A,MAMLATDAR LANE,GANDHIDHAM,370201",GANDHIDHAM
"FLAT NO 1.5.130,S LAMXI SOCIETY,BAROI ROAD,TALUKA MUNDRA,370421",TALUKA MUNDRA
"53/55,MODI STREET,DHANRAJ NIWAS,FORT MUMBAI,400001",FORT MUMBAI
"403, FORTH FLOOR,UPNISHAD,NR. SHREYAS RAILWAY OVER BRIDGE,,ABOVE SHRADDHA MOTORS, AMBAWADI,380015",AMBAWADI
"DBZ-N-192,,FIRST PART FLOOR,CABIN NO.5,,GANDHIDHAM, GUJRAT,370210",GUJRAT
"306, III FLOOR, KUNTAL BLDG,MODY ESTATE,,L.B.S. MARG, GHATKOPAR WEST,MUMBAI,400086",MUMBAI
"B-517,GOPAL PALACE OPP. OCEAN PARK,SATELLITE ROAD,SATELLITE ROAD,380015",SATELLITE ROAD
"B 21 THE ADDRESS,WEST GATE BY TRUE VALUE,S.G.HIGHWAY , NR. YMCA CLUB,AHMEDABAD,380015",AHMEDABAD
"203, 1ST FLOOR,,CHANDRAMAULI, COMPLEX, NEAR OLD PETROL PUMP,,BAROI ROAD,,MUNDRA, KUTCH,370421",KUTCH
"OFFICE NO 115,GOLDEN ARCADE,ZERO POINT,ZERO POINT,370421",ZERO POINT
"OFFICE NO. 4,2ND FLOOR,MICT CFS,MUNDRA,370405",MUNDRA
"3/79, D BLOCK, I FLOOR,NITHYANAND SAGAR APARTMENTS,MADHAVARAM HIGH ROAD,PERAMBUR,600011",PERAMBUR
"OFFICE NO. 04, GROUND FLOOR , SADGURU PLAZA, WING-C,,ADANI NEW BYPASS ROAD, NEAR BY SHANTIVAN COLONY,,BEHIND SHANTINATH MAHADEV, NANA KAPAYA,MUNDRA, KUTCH, GUJARAT- INDIA,370421",GUJARAT- INDIA
"21,1ST FLOOR,JOHARI PALACE,51M. G. ROAD INDORE,JOHARI PALACE,452001",JOHARI PALACE
"A-27, KIRTI NAGAR,OPP. KAMAL & CO.,KIRTI NAGAR,TONK ROAD,302015",TONK ROAD
"PLOT NO. 96A, IIIRD FLOOR, POCKET. 10,SECTOR. 13, DWARKA.,NEAR RADISSON HOTEL, DWARKA,NEW DELHI,110075",NEW DELHI
"OFFICE NO. 210, 211, 2ND FLOOR,WARD 12/C, PLOT NO.589,VARONISHA CROSSWAY,GANDHIDHAM , GUJARAT,370201",GUJARAT
"FF02,PLOT NO.317,SONALI PARK,WARD 12B,OPP.IDBI BANK,GANDHIDHAM,370201",GANDHIDHAM
"8,ABHISEKH COMPLEX,S T ROAD NEAR UNION BANK,VERAVAL,362265",VERAVAL
"PLOT NO. 9 AND 10,PRIME FORWARDERS,SECTOR 2, NEAR LIONS CLUB,GANDHIDHAM,370201",GANDHIDHAM
"D-14/1,OKHLA INDUSTRIAL AREA,PHASE-1,NEW DELHI,110020",NEW DELHI
"4, KOMAL COMPLEX,,1ST FLOOR, PLOT NO. 305,,WARD-12B,,GANDHIDHAM,370201",GANDHIDHAM
"PLOT NO.323, SECTOR 1/A, GANDHIHDAM,PLOT NO.323, SECTOR 1/A, GANDHIHDAM,PLOT NO.323, SECTOR 1/A, GANDHIHDAM,PLOT NO.323, SECTOR 1/A, GANDHIHDAM,370201",GANDHIHDAM
"OFFICE NO. 4&5,MANI COMPLEX,,PLOT NO. 84,SECTOR NO. 8, GANDHIDHAM,370201",GANDHIDHAM
"OFFICE 513,THE CORPORATE CENTRE,LBS ROAD,MULUND WEST MUMBAI,400080",MULUND WEST MUMBAI
"H-12 RAMDEV NAGAR,MUNDRA BAROI ROAD,OLD PETROL PUMP KUTCH,KUTCH,370421",KUTCH
"2/254/255/256,KAYANI DELLI,,JAKHAV ABADASA,,KUTCH,370655",KUTCH
"A-905, 9TH FLOOR,,SHELTON SAPPHIRE,,PLOT NO. : 18 & 19, SECTOR 15,,CBD BELAPUR, NAVI MUMBAI,400614",NAVI MUMBAI
"OFFICE NO S-1, 2ND FLOOR,EMERALD HOUSE,PLOT NO 195, SECTOR-1 A,GANDHIDHAM KUTCH,370201",GANDHIDHAM KUTCH
"FIRST FLOOR, OFFICE NO.103,PLOT NO.302, SINDHU-2,,WARD NO. 12/B, GANDHIDHAM,GANDHIDHAM,370201",GANDHIDHAM
"1986,RANI BAGH,RANI BAGH,DELHI,110034",DELHI
"216, 2ND FLOOR,,MADHAV PALACE,,OPP.GANDHIDHAM CHAMBER OF COMMERCE,PLOT NO. 55 SECTOR-8,370201",
"15- B,SADGURU SMART CITY,VILLAGE- NANA KAPAYA, TALUKA-MUNDRA,DISTRCT- KACHCHH, GUJARAT,370415",GUJARAT
"21 BAGESHREE TOWNSHIP 7,LS NO ,469/5 VILLAGE,VARSHAMEDI TALUKA,ANJAR DISTRICT KACHCHH GUJRAT,370110",ANJAR DISTRICT KACHCHH GUJRAT
"OFFICE NO 3,BUILDING NO 6,LBS MARG,BHANDUP WEST,400078",BHANDUP WEST
"PLOT NO. 109,RAJVI HOUSE, SECTOR - 8,GANDHIDHAM,KUCHCHH,370201",KUCHCHH
"B 72-73,B 72-73 ROHIT HOUSE OFF NO 303 MB RD,MB ROAD,VISHWAKARMA COLONY,110044",VISHWAKARMA COLONY
"31, MOMAI PARK,,BAROI ROAD,,MUNDRA,KUTCH,370421",KUTCH
"1ST FLOOR, 14/2, INFOTECH CENTER,OLD GURGAON DELHI ROAD,UDYOG VIHAR, GURGAON,GURGAON,122016",GURGAON
"213,PLOT NO. 356, WARD 12-B,GOKUL PARK BUILDING,NEAR AXIS BANK,GANDHIDHAM, KUTCH,370201",KUTCH
"SHRI RAVI RADAL KRUPA,PUNITNAGAR-2,,STREET NO-6,,NR. JAMNAGAR RAOD, RAJKOT,360006",RAJKOT
"B-108 ALAP CENTURY,NR. PUSHKAR DHAM SOCIETY,KALAWAD ROAD,RAJKOT,360005",RAJKOT
"OFFICE NO. 201,2ND FLOOR,SUNSHINE ARCADE II,PLOT NO. 37, SECTOR - 8, GANDHIDHAM -,370201",GANDHIDHAM -
"419/1/2 TANK PAKHADI,VICTOR MAXI COMPOUND,SAHAR VILLAGE,ANDHERI - E,400099",ANDHERI - E
"SECOND FLOOR,PLOT NO 320, R K HOUSE,SECTOR 1A,GANDHIDHAM,370201",GANDHIDHAM
"KIRAN HOUSE,PLOT NO. 8, SECTOR 8,OPP. POST OFFICE,GANDHIDHAM,370201",GANDHIDHAM
"PLOT NO. 08,KIRAN HOUSE,SECTOR 08,GANDHIDHAM,370201",GANDHIDHAM
"PLOT NO:51/52/53, AMBIKA NAGAR,BAROI, MUNDRA,BAROI,AMBIKA NAGAR,370421",AMBIKA NAGAR
"75-77/F,-,KALAPURNA ASHISH,BAROI,370421",BAROI
"2ND FLOOR OFFICE NO 2,GOYAL COMMERCIAL CENTRE,PLOT NO 259,WARD 12 B GANDHIDHAM,370201",B GANDHIDHAM
"102, BHAVANI COMPLEX,,PLOT NO 67/68/68A, SECTOR 19A,VASHI,NAVIMUMBAI,400705",NAVIMUMBAI
"D.B.Z.-S-189, FIRST FLOOR,AGARWAL HOUSE,,OPP. SHIVAJI PARK,,GANDHIDHAM, KUTCH,370201",KUTCH
"105,DESAI CHEMBERS,MODI STREET,FORT MUMBAI,40001",
"ROOM NO - 01,AMBICA NAGAR,AMBICA NAGAR,MUNDRA,370421",MUNDRA
"PLOT NO 44-45,GIDC,GIDC,MUNDRA KUTCH,370421",MUNDRA KUTCH
"OFFICE NO 206,GOLDEN HEIGHTS PLOT NO 12,TAGORE ROAD SECTOR 8,BEHIND BM PETROL PUMP,370201",BEHIND BM PETROL PUMP
"OFFICE NO. 1, 2ND FLOOR,,SHAH AVENUE- , PLOT NO 211, WARD 12/B,GANDHIDHAM, KUTCH,GUJARAT,370201",GUJARAT
"OFFICE NO.5,AMRUTKRUPA BLD,JAWAHAR CHOWK,NEAR BUS DEPOT,370421",NEAR BUS DEPOT
"604,,BALAJI BUSINESS PARK, NEAR TIME SQUARE,ANDHERI KURLA ROAD, MAROL,ANDHERI EAST,400059",ANDHERI EAST
"A-1 & 2,,VAIHAV C.H.S.,SAHAR PIPELINE ROAD,ANDHERI ( EAST ),400098",
"OFFICE NO.14, 2ND FLOOR, COPORATE PARK,PLOT NO.102, SECTOR-08,,GANDHIDHAM,KUTCH,370201",KUTCH
"311/312 A WING CITY MALL PLOT NO 4,SECTOR 19, VASHI TURBHE MAIN ROAD,NAVI MUMBAI 400705,TURBHE,400705",TURBHE
"123-124,GOLDEN ARCADE,PLOT NO. 141-142, SECTOR 8,GANDHIDHAM,370201",GANDHIDHAM
"F 14,MAIN ROAD,KALKAJI,NEW DELHI,110019",NEW DELHI
"PLOT NO 32 TO 35 SHREEJI NAGAR 1,BACK SIDE JK BROTHER SHOP,BAROI ROAD,MUNDRA,370421",MUNDRA
"208,SUNSHINE ARCADE,PLOT NO 59 SECTOR 8,TAGORE ROAD,GANDHIDHAM,370201",GANDHIDHAM
"H.NO. 1/9921,TOP FLOOR,STREET NO. 3H,WEST GORAKH PARK SHAHDARA DELHI,110032",WEST GORAKH PARK SHAHDARA DELHI
"KHASARA NO.24, BEHIND DIRT INDIA,PVT LTD,,KHAN PURA,,MANDIDEEP,462026",MANDIDEEP
"OFFICE NO 204, SECOND FLOOR,,SUNSHINE ARCADE - II, PLOT NO 37,,SECTOR - 8,,GANDHIDHAM,370201",GANDHIDHAM
"OFFICE NO 22, CORPORATE PARK,PLOT NO 102, TAGORE ROAD,,SECTOR-8, GANDHIDHAM,KITCHH,GUJRAT,370201",GUJRAT
"SHOP NO. 9,ASHAPURA, COMMERCIAL COMPLEX,GIDC, - ADANI PORT, MAIN ROAD,MUNDRA DISTRICT KUTCH,370421",MUNDRA DISTRICT KUTCH
"36-NH, WARD NO 9-AH,SHITAL NIWAS,SUBHASH NAGA,GANDHIDHAM, KACHCHH,,370201",
"OFF NO 205 2ND FLOOR PLOT NO 329, WARD12/B,INFINITY BUILDING,TAGORE ROAD,GANDHIDHAM,370201",GANDHIDHAM
"214-218,TRADE CENTRE,SECTOR 8 PLOT NO. 46,NEAR TIMBER BHAVAN,370201",NEAR TIMBER BHAVAN
"PLOT NO 48/8,SEC-1 BEHIND MODERN SCHOOL,,OSLO SOCIETY,GANDHIDHAM,GANDHIDHAM,370201",GANDHIDHAM
"B 402 VASANT VIHAR BUILDING,VAISHALI NAGAR MULUND WEST,BALRAJESHWAR ROAD,MULUND MUMBAI,400080",MULUND MUMBAI
"PLOT NO 94-98/I,KALAPURNA ASHISH,BAROI ROAD,MUNDRA KUTCH GUJARAT,370421",MUNDRA KUTCH GUJARAT
"M-12/13, 1ST FLOOR,KASHISH ARCADE, OPP. HOTEL CENTRE PALACE,MUNDRA PORT ROAD,ZERO POINT,370421",ZERO POINT
"FIRST FLOOR,106,NIRAV CHAMBER,ABVE DENA BANK,GANDHIDHAM, KUCHCHH,370201",KUCHCHH
"101 102 RAJKAMAL ARCADE,PLOT NO 353 WARD 12B,GANDHIDHAM,KUTCH,370201",KUTCH
"CBX-334,FIRST FLOOR,WARD NO.2/A,ADIPUR,ADIPUR,ADIPUR KACHCHH,370205",ADIPUR KACHCHH
"CBX-334,FIRST FLOOR,WARD NO.2/A,ADIPUR,ADIPUR,ADIPUR KACHCHH,370205",ADIPUR KACHCHH
"FIRST FLOOR, OFFICE NO C-103,KUTCH ARCADE-PLATINUM,MITHI ROHAR,GANDHIDHAM, KACHCHH,370201",KACHCHH
"OFFICE NO. 63/64,GMA BUILDING,PLOT 297, WARD 12B,NR. OLD COURT, GANDHIDHAM,370201",GANDHIDHAM
"PLOT NO B 223,SAPNA NAGAR,GANDHIDHAM,GANDHIDHAM,370201",GANDHIDHAM
"D-67,,MAIN BAZAR,,NR. CHAWLA CHOK,,GANDHIDHAM.,370201",
"OFFICE NO.3, GR. FLOOR, PLOT NO.102, SECTOR8,CORPORATE PARK,GANDHIDHAM,KACHCHH,370201",KACHCHH
"BUNDER ROAD,NEAR MANDVI GMB PORT,PORT ROAD,MANDVI,370465",MANDVI
"OFFICE NO 322 SECOND FLOOR,FRIENDS SQUIRE BUILDING,TAGORE ROAD GANDHIDHAM,GANDHIDHAM,370201",GANDHIDHAM
"PLOT NO. 257,,TENAMENT NO. 5,,WARD 10A,,GANDHIDHAM,370201",GANDHIDHAM
"S-35/5,DLF PHASE 3,GURGAON,HARYANA,122002",HARYANA
"49,,ADITYA RESIDENCY,,THALTEJ-SHILAJ ROAD,,AHMEDABAD,380058",AHMEDABAD
"16-21,,SWAMINARAYAN MANDIR BUILDING,NEAR JAY RESIDENCY,SECTOR 4,370201",
"F 206/207/208/209,ITC PARK , TOWER NO.2,,STATION COMPLEX BUILDING, CBD BELAPUR- NAVI MUMBAI,CBD BELAPUR,400614",CBD BELAPUR
"OFFICE NO 207,,KASHISH ARCADE BUILDING,G A P L ROAD,ZERO POINT,370421",ZERO POINT
"338,,DC-5, BESIDE WATER TANK,ADIPUR,GANDHIDHAM,370201",GANDHIDHAM
"3RD FLOOR, UNIT NO. 303, STAR HUB, BUILDING NO. 1,,SAHAR VILLAGE, NEAR INTL AIRPORT,,LANDMARK HOTEL ITC MARATHA, ANDEHRI EAST,,MUMBAI CITY, MAHARASHTRA,,400099",
"NEAR S.T. STAND,BAROIWALA GATE,BUNDER ROAD,MUNDRA,370421",MUNDRA
"FLAT NO. C-304, PLOT NO. - 24,,THARWANI HERITAGE, NEAR THREE STAR HOTEL,KHARGHAR,SECTOR-07,,,KHARGHAR, RAIGAD, MAHARASHTRA,410210",MAHARASHTRA
"BUNGLOW NO:1,SURVEY NO:30/1,MADHAV RESIDENCY,,VILLAGE SHINAI,GANDHIDHAM,370205",GANDHIDHAM
"421 , 4TH FLOOR,PLOT NO.49 , NAV VYAPAR BHAVAN,P DMELLO ROAD,MASJID BUNDER (EAST),400007",
"210, 2ND FLOOR,SKYLARK,PLOT NO 63, SECTOR 11,CBD BELAPUR,400614",CBD BELAPUR
"B222,BALAJI BHAVAN,PLOT NO 42A SECOTOR 11,CBD BELAPUR,400614",CBD BELAPUR
"C-49 US VILLA,SWAMINARAYAN NAGAR,BAROI,MUNDRA,370421",MUNDRA
"111, RATNAKALA ARCADE,,1ST FLOOR,,G.A.P.L. ROAD,MUNDRA - KUTCH,370421",MUNDRA - KUTCH
"OFFICE NO 7, FIRST FLOOR,,GALAXY RESIDENCY,,MUNDRA PORT ROAD,,KUTCH, GUJARAT,370421",GUJARAT
"R.NO. 134,OVERSEAS WAREHOUSING COMPLEX(OWPL)),C-205, PHASE-5,FOCAL POINT, LUDHIANA(PUNJAB),141010",
"HISSA NO 8, KAILASH ARCADE,OFFICE NO. 111, PLOT NO. 1, NA RS,NO. 53/1, IN AUM COMMERCIAL PARK, NEAR ZERO POIN,MUNDRA PORT ROAD,, VILLAGE DHARB, KACHCHH, GUJARAT, 370421,370421",GUJARAT
"40 GOA STREET,SRI RADHAKRISHNA SHIPPING P LTD,OFF SHAHID BHAGATSINGH ROAD,FORT,400001",FORT
"PLOT NO-55 OFFICE NO 108 FIRST FLOOR,MADHAV PALACE,SECTOR 8,OPP D MART,370201",OPP D MART
"OFFICE NO. 124, FIRST FLOOR,,MANALI TOWER,,PLOT NO.110, SECTOR 8, BH. OSLO CINEMA,,GANDHIDHAM,370201",GANDHIDHAM
"PLOT NO 97, FLAT NO. 202,,SHRADDHA APARTMENT,SECTOR 7,GANDHIDHAM,370201",GANDHIDHAM
"OFF. NO. 1,KESAR ARCADE BUILDING,PLOT NO. 51,SECTOR 8, GANDHIDHAM,370201",GANDHIDHAM
"A 305 CLASSIQUE CENTRE,26, MAHAL IND. EASTATE,,OFF MAHAKALI CAVES ROAD,,ANDHERI (E),400093",
"A 304, CLASSIQUE CENTRE,26 MAHAL IND. EASTATE,,OFF MAHAKALI CAVES ROAD,ANDHERI (E),400093",
"OFFICE NO 102 FF,SUDGURU EMPIRE,MUNDRA PORT ROAD,MUNDRA 370421,370421",
"ROOM NO. 111, GOLDEN ARCADE,,2ND FLOOR, NEAR ZERO POINT,,ADANI PORT ROAD, MUNDRA,,DIST: KUTCH, GUJARAT,370421",GUJARAT
"A-1023 SURYA BHAWAN,ROAD NO. 6,VILLAGE MAHIPALPUR,NEW DELHI,110037",NEW DELHI
"1ST FLOOR NO-1,C PORTION MOOR STREET,PARRY,CHENNAI,600001",CHENNAI
"E-132 B,VISHWAKARMA COLONY,M.B. ROAD,NEW DELHI,110044",NEW DELHI
"OFFICE NO. 4, SEABIRD CFS, ADANI PORT ROAD, MUNDRA,,OFFICE NO. 4, SEABIRD CFS, ADANI PORT ROAD, MUNDRA,,OFFICE NO. 4, SEABIRD CFS, ADANI PORT ROAD, MUNDRA,,OFFICE NO. 4, SEABIRD CFS, ADANI PORT ROAD, MUNDRA,,370421",
"OFFICE NO 215, SECOND FLOOR,BLUEROSE BUILDING,GANDHIDHAM,GANDHIDHAM - KUTCH,370201",GANDHIDHAM - KUTCH
"204, 2ND FLOOR,,NIRAV CHAMBER,BANKING CIRCLE,ABOVE BANK OF BARODA,370201",ABOVE BANK OF BARODA
"OFFICE NO. 123,SADGURU EMPIRE,ADANI PORT ROAD,MUNDRA (KACHCHH) GUJARAT,370421",GUJARAT
"804A-807,SKYLARK BUILDING, 60,NEHRU PLACE,NEW DELHI,110019",NEW DELHI
"SCF- 5, SECOND FLOOR,URBAN ESTATE,FOCAL POINT,OPP. FCI GODOWN, JAMALPUR,LUDHIANA,141010",LUDHIANA
"47,VIRAJ IMPEX HOUSE,P D MELLO ROAD,MUMBAI,400007",MUMBAI
"PLOT NO 110/5,SECTOR-2,SECTOR-2,SECTOR-2,370201",
"OFFICE NO 01 & 02,LANDMARK CFS,NEAR ADANI PORT ROAD,MUNDRA,370422",MUNDRA
"OFFICE NO.110,SADGURU EMPIRE,NR.RASHAPIR CIRCLE, DHRAB,MUNDRA,370421",MUNDRA
"705-706,CHIRANJIV TOWER 43,NEHRU PLACE,NERU PLACE,110017",NERU PLACE
"14/15,,GEETA SADAN,,NS ROAD,,MULUND WEST, MUMBAI,400080",MUMBAI
"B-16,INDRAPRASTH COMPLEX,,SHAKTI NAGAR,,ADANI PORT ROAD,,MUNDRA,370421",MUNDRA
"PLOT NO. 46,SECTOR 1A,OPP, OLD COURT,GANDHIDHAM,370201",GANDHIDHAM
"TULSIDAS KHIMJI PRIVATE LIMITED,TK HOUSE,SHRIKANT HARDKAR MARG,COTTON GREEN WEST,400033",COTTON GREEN WEST
"204,TRIVENI ARCADE,RANGOLI PARKING,MUNDRA,370421",MUNDRA
"1011 UNIVERSAL MAJESTIC,,BEHIND RBK INTERNATIONAL ACADEMY,OFF GHATKOPAR MANKHURD LINK ROAD,CHEMBUR MUMBAI,400088",CHEMBUR MUMBAI
"UNIQUE HOUSE,P. NO. 126,SEC 1/A,GANDHIDHAM,370201",GANDHIDHAM
"210-211,,RIDDHI SIDDHI ARCADE,,PLOT NO 13,,SECTOR 8, GANDHIDHAM,370201",GANDHIDHAM
"GUEST HOUSE ROOM NO: 117,BANSIDHAR,NEAR SONAL KRUPA, SHANTINAGAR,ADANI PORT ROAD, MUNDRA-KUTCH,370421",MUNDRA-KUTCH
"ROOM NO 39,PARTH SOCIETY,MARUTI NAGAR-II,MUNDRA,370421",MUNDRA
"FIRST, COMPARTMENT NO. 10 / 11, PLOT NO.2,,BHAGWATI COMPOUND , MAROL CO-OPERATIVE INDUSTRIAL ESTATE,OFF M. V. ROAD, ANDHERI EAST, MUMBAI CITY, MAHARASHTRA, 400059,OFF M. V. ROAD, ANDHERI EAST, MUMBAI CITY, MAHARASHTRA, 400059,400059",MAHARASHTRA
"OFFICE NO.01, 1ST FLOOR,,MARUTI CORNER COMPLEX,,NEW ADANI PORT ROAD,,RASAPIR CIRCLE,,370421",
