Company Name,Capacity Allotted (MT/A),Email Address,Phone Number,Type
"Chaudhary Metal. 80/2, Village - Waliwali Dahisar, Mori, Mumbra Panvel Road, Group Grampanchayat, Dist. Thane -
 400612",350.0,chaudharymatel123@gma il.com,9167924507,Dismantler
"E Clean E Green Recycling, Umar Compound, Jabar Pada, Nalasopara, Vasai-Virar City (M Corp), Dist.
 Palghar 401208.",500.0,gaustechcomputers786@g mail.com,9920977276,Dismantler
"Earth Sense Recycle Pvt. Ltd., A7, Gala No.1,2 & 3, Ground Floor, Prerana Complex, Val Village, Dapoda Road, Anjurphatta, Bhiwandi, District-Thane.",750.0,ewastemumbai@earthsen se.in,7738389404,Dismantler
"Regreen Recycling, Flt 205, Pocket 5, Ganeshwadi CHS Ltd, Bldg. 5, Bhimnagar, MIDC Andheri (E), Mumbai Suburban - 400093",120.0,info@regreenrecycling.co m,9819787816,Dismantler
"Solapur Econ Recyfine, Plot No. K- 47 MIDC Chincholi, Tal. Mohol
 Chincholikati, Solapur – 413255",750.0,solapureconrecyfine21@g mail.com,9763034875,Dismantler
"Greenscape Eco Management Private Limited, MIDC Chakan Industrial Area (Ph-II), Pune -
 410501",900.0,rupesh@greenscape- eco.com,7558426313,Dismantler
"Krishna Metal Refinery, Plot No.1- 2/143, Sapronde Village, Taluka - Wada, District- Thane - 400086",750.0,krishnarefinery@gmail.co m,9323901533,Dismantler
"Kuldeep E-Waste Disposals, Sr. No. 50, Waghjainagar, Mabegaon Khurd, Katraj- Ambegaon Road,
 Katraj, Pune - 411046",90.0,"sagarscrap@gmail.com
 jayant@connectinfosol.co m",9850289885,Dismantler
"Mac Fix Station, Office No. 201, Makhija Arcade, 35th Road, Khar Bandra Linking Road, Bandra,
 Mumbai Suburban - 400052",800.0,skasim11@gmail.com,8879765306,Dismantler
"Manish Metal, Gat No 925, Near
 Ashtekar Bangla, A/P- Theur, Dist- Pune - 412110",550.0,"manish.metal5050@gmail
 .com",9850059804,Dismantler
"S.K. Enterprises, Plot No: 134 Paiki Sub Plot No.- 1, Ahmednagar Industrial Estate Co-Op. Society Ltd, Nagpur-Pune Road, Ta & Dist - Ahmedanagar-414005.",5000.0,skeprocessorsindia@yaho o.com,9422232332,Dismantler
"BKE RECYCLING, Adsul Mala, Shivram Nagar, Uruli Devachi, Uruli Devachi, Pune - 412308",300.0,bkerecycling@gmail.com,9764279786,Dismantler
"Nagraj E-Waste Recycling, S.No.41 Vill Asoli Mouza Mahalgaon Tah Kamptee Dist Nagpur - 441202",1800.0,nagrajewaste@gmail.com,9595105301,Dismantler
"New Ecotech Recycling, Survey no. 136, Hissa no. 364, At Post - Khaniwade, Taluka -Vasai, District. Palghar-401305.",300.0,newecotechrecycling@gm ail.com,9096088943,Dismantler
"R.K.E-Recycling International LLP Gala no.-2, Tirupati Industrial Park, Sativali Road, Vasai East- 401208",130.0,info@rkrecycle.com,9004211892,Dismantler
"CBS E-Waste Recycling Industries,
 G. No. 18/63/2, At. Khanapur, Tal. Akole, Dist. Ahmednagar",2500.0,ganesh_bwalunj@rediffm ail.com,8275451169,Dismantler
"J. S. Enterprises, Gat No-132, Khalumbre, Chakan - 410501",650.0,jsenterprises21@gmail.co m,9921280827,Dismantler
"Scape E Recycler Private Limited, Near Bus Stand, Behind Hotel Chandralok, Shikshak Colony, Purna Dist. Parbhani, Purna, Parbhani -
 431511",235.0,info@scaperecycler.com,9970062892,Dismantler
"NICHOLAS RECYCLING PRIVATE
 LIMITED, Nicholas Compound, Sativali Road, Valiv.",500.0,info@ewasterecycling.co.i n,9821010148,Dismantler
"K. G. N. Traders, Survey No. 11, Hissa No. 30, Gausiya Market, Village-Pimpri, Post-Dahisar, Dist.
 Thane - 400612",900.0,haider.rbt@gmail.com,9820484202,Dismantler
"THE2BROS, 70 AS KURLA ANDHERI ROAD, OPP JARIMARI TEMPLE,
 Chandivali, Mumbai Suburban -
 400072",275.0,Trade.The2bros@gmail.co m,8657771236,Dismantler
"Right E-waste Recycle, S. No. 40/2/C, 40/3, Nashik Highway, Kalyan Sape Road, Tal. Bhiwandi.
 Dist. Thane",400.0,santhanakumar@rightewa ste.com,7738389606,Dismantler
"EMS Scrapo, S. No. 199, Hissa No. 3, Bharat Market, Khan Compound, Shil-Mahape Road, Shil, Tal. & Dist. Thane",90.0,Emsscrapo@gmail.com,8793606855,Refurbisher
"Mayra Corporation, Plot No. C-157, MIDC Malegaon, Tal. Sinnar, Dist. Nashik",30.0,navnathsarwar@gmail.co m,9922142660,Dismantler
"Perfect E-Waste Recyclers, Plot No. A-8/1, MIDC Chikhalthana, Tal. & Dist. Aurangabad",184.0,perfectrecycler@gmail.co m,9881381700,Dismantler
"Sahara Traders, Gala No. 1, Ground Floor, Kalyan Road, Temghar, Tal. Bhiwandi, Dist. Thane",700.0,aashiyana10000@gmail.co m,9284080819,Dismantler
"Trekomac Refurbs Pvt. Ltd., Plot No, G-3, Five Star MIDC Kagal Hatkanangale, Tal. Kagal, Dist. Kolhapur",400.0,refurbs.trekomac@gmail.c om,8652658017,Dismantler
"Unity Enterprises, Gut No. 1745. Ranjangaon Ganpati, Tal. Shirur, Dist. Pune",1200.0,unityenterprises.ue@gmai l.com,9762306473,Dismantler
"Shabbir Traders, Plot No. P/15 & 16, Sr. No. 119/120/121, Balaji Industrial Park, Behind Hindalco, Vill. Tondre, Tal. Panvel, Dist.
 Raigad",300.0,khanbashir5@gmail.com,9987737861,Dismantler
"Recycling Future, S. No. 169,
 Bhangarpada, Post Kundevahil, Tal. Panvel. Dist. Raigad",500.0,katekar.aniket@gmail.com,9892027022,Dismantler
"Star Envo Recycling (I) Private Limited, Gala No 3, Survey No. 11, Hissa No. 1/1, Choudhary Compound, Wakanpada, Pelhar, Waliv, Vasai (E), Tal. Vasai, Dist.
 Palghar",250.0,envorecycling@gmail.com,8097910947,Dismantler
"Shifa Traders, Gut No. 63, Dehu
 Moshi Road, Kudalwadi, Chikhali, Tal. Mulshi, Dist. Pune",300.0,shifatreaders92@gmail.co m,9823724192,Dismantler
"S. N. Brothers, S. No. 305, Dongaripada, Near Classic Company, Vasai-Virar (M. Corp.),
 Dist Palghar",180.0,snbrothers74@gmail.com,9820980389,Dismantler
"YASIN SCRAP, Gat No. 546, Shed
 No. 1, Jadhav Vasti, Village Wagholi, Tal: Haveli, Pune",200.0,kaileshmohite@gmail.com,8805996742,Dismantler
"Reteck Envirotech Pvt. Ltd., Plot
 No. 4 A, MIDC Taloja, Tal. Panvel, Dist. Raigad",2500.0,amol.varhadi@reteck.in,9892334045,Dismantler
"Vatsala Enterprises, Gut. No. 183-6,
 Village Rajapur, Tal. Sangamner, Dist. Ahmednagar",280.0,sagarkakad2021@gmail.co m,9822346339,Dismantler
"S K Enterprises, S. No. 77, Hissa No.
 1, Hindustan Market, Dieghar, Tal. Shil, Dist. Thane",300.0,skenterprises5798@gmail. com,8433865798,Dismantler
"OM R V Interiors, S. N. 92, Hissa No. 3, At Pelhar, Tal. Vasai, Dist Palghar",250.0,info@omrvinteriors.com,9869587333,Dismantler
"Mauli Metals, Gut No. 222, At
 Kadachi Wadi, Post Chakan, Tal. Khed, Dist. Pune",360.0,suryakantniture.com@gm ail.com,9860296504,Dismantler
"Grade Infratech Pvt. Ltd., Gut No. 849, Near Mahindra CIE, Ambethan Chakan, Village Chakan, Tal. Khed,
 Dist. Pune",300.0,avanishsingh777@yahoo.c om,9326135646,Dismantler
"General Technologies India Pvt Ltd, Plot No. MBP-2, Building No. A-1, Office No. 1213, 12th Floor, Rupa Solitaire Building, TTC Industrial Area, Mahape, Dist. Thane",100.0,barun.adak@generaltechn ologies.co.in,9833382276,Dismantler
"National Trading Corporation, S. No. 56/1, Plot No. 18 & 19, Old Mumbai-Panvel Road, Village
 Pimpri, Tal. & Dist. Thane",140.0,ntcorp@live.com,9892416216,Dismantler
"Spas Computers Pvt. Ltd. 7 & 12, Hema Industrial Estate, Premises, Cos Ltd. Sarvodaya Nagar, Rajmata Jijai Road, Jogeshwari E",500.0,spascomputers@gmail.co m,8898899899,Dismantler
"Noble Trading Company, S. No. 11, Hissa No. 23, Gausiya Market, Village Pimpari, Old M. P. Road, Tal.
 & Dist. Thane",265.0,habimht@gmail.com,9869146970,Dismantler
"Pakeeza Traders, Plot No. 406, 407, 408, At. Soyapur, Tal. & Dist.
 Aurangabad",720.0,shmsudeen_123@rediffm ail.com,9870006296,Dismantler
"D Trading Company, Gat No- 880, Opp Noble Weigh Bridge, Kudalwadi, Chikhali, Tal- Haveli,
 Dist- Pune",451.0,dtradingcompany155@gm ail.com,9970865338,Dismantler
"Rajhans Ferrous Scrap Trade Private Limited, (Unit II), Gut No. 878, Kudalwadi, Pimpri Chinchwad, Haveli, district -Pune.",500.0,accounts@rajhanstrade.co,9618785285,Dismantler
"CLEAN PLANET LLP, GAT NO. 2241,
 42, 43, Ramling ware house, Shel- Pimpalgaon (Mohitewadi), Chakan Shikrapur Road, Pune",2700.0,sawantrohan18@gmail.co m,9969664655,Dismantler
"JUPITER ENTERPRISES, Gala No 08
 and 09 Gilbert Compound, Kherani Road Durga Mandir Lane, Kairani Road, Sakinaka Mumbai",150.0,jupiterenterprises194@g mail.com,9028556744,Dismantler
"Biyani Polymers, M-75 MIDC Jalgaon, Tal. & Dist. Jalgaon",350.0,biyaniprateek@yahoo.co m,9823020288,Refurbihser
"ALFA TRADING COMPANY, S. No.
 69, Hissa No. 8, House No. 531, Village Pimpri, Dahisar, Tal & Dist. Thane",600.0,alfatradingcomp@gmail.c om,996766557,Dismantler
"Lico Materials Pvt Ltd, Plot No. D- 17 Taloja, MIDC Industrial Area, Village Pendhar, Taluka Panvel
 District Raigad 410208",1000.0,ashok.bagchi@epsiloncarb on.com,9869528190,Dismantler
"Recycle Mitra Eco Care LLP, Plot No. A-368,Floor No.1, Building Name M H Industries, Block Sector, Wagle Industrial Estate, Thane",100.0,info@recyclemitra.com,7506942278,Dismantler
"NIZAM ENTERPRISES, B-24, Nand
 Jyot Industrial Premises Co Op Society Ltd, A K Road, Safed Pool, Andheri (E),400072",90.0,"safatchoudhary@yahoo.co
 .in",9823669059,Dismantler
"HAQ Processing Pvt. Ltd., Survey No. 200, Gala No. C-6, Datar Industrial Estate, Pelhar Vasai, Tal
 Vasai, Dist Palghar.",224.0,info.haqprocess@gmail.co m,9220203132,Dismantler
"Muskmelon Envtech Pvt. Ltd. Godown D-4, D-5, Dev Warehousing, Sai Sstyam Nagar,
 Nagar Road, Wagholi, Pune",400.0,muskmelon050@gmail.co m,7040691499,Dismantler
"Green Clean Recycling, S No 72,
 Hissa No 4, Hayat Market, Walivali, Thane",350.0,"greencleanrecycler@gmail
 .com",8837610084,Dismantler
"S. K. Enterprises, Plot No. 134 &
 183 Ahmednagar Ind. Co-Op Society Ltd",5000.0,skeprocessorsindia@yaho o.com,9822475277,Dismantler
"Valji Khimji & Co., A/p- Shirwal,
 Gut No. 821A, Tal- Khandala, District - Satara.",3600.0,pratapkmange@gmail.co m,9763243771,Dismantler
"Anitha Sri Recycling, H No- 410 /3, Khan Campound, Gaibi Nagar,Bhiwandi, Dist Thane.",200.0,anithasrirecycling@gmail.c om,9949611212,Dismantler
"Naved Enterprises, Gut No. 61, P. No..1,2, & 3, Village Sahajapur, Karodi Highway, Aurangabad",150.0,"naveedkhan.nk966@gmail
 .com",9075032007,Dismantler
"E Cycle & Company, Plot No. 7, Gnyanchand Nagar, Paithan Road, Near Aman Hardware, Chitegaon, Tal. Paithan, Dist. Aurangabad",140.0,sanjaymawal26@gmail.co m,9763395894,Dismantler
"Saraswati Enterprises, Gat No. 63, Dehu Alandi Road, Near Regal Petroleum, Jadhavwadi Chikhali Pune 411062",1000.0,saraswatie2@gmail.com,9850417772,Dismantler
"Aman Steel Enterprises, Gat No 879,Godown No 2, Near Rajhans Kata, Kudalwadi, Chikhali, Pune 411062",200.0,amansteel002@gmail.com BPUPK,9822816329,Dismantler
"AVIS Group, S. No. 4/5, Vedant
 Nagari, Karve Nagar, Pune, Tal. Haveli, Dist. Pune 411004",200.0,mohdazim.sheikh03@gma il.com,976294000000,Dismantler
"Mukesh Metal, Sr. No.93, Hissa No.1, Behind Deepesh Lodge, Goteghar, Uttarshiv, Mumbra -
 Panvel Road, Dist Thane.",400.0,info@mukeshmetal.net,9819893595,Dismantler
"Wave E Waste Recycling Pvt Ltd. Sr. No. 11, Hissa No. 1/1, Chaudhary Compound, Wakam Pada, Dist.
 Palghar 401208",200.0,waveewasterecycling@gm ail.com,9076607151,Dismantler
"A K Barrels and Generals Scrap, Gala No. 4 & 5, Nisar Compound, Khot Bungalow, Village Bhandarli, Thane",225.0,rizwan.cugar@gmail.com,8655013969,Dismantler
"Savita Barrels, Sr. No. 7, Mihili, Opp. Jangleshwar Mahadev Mandir, J.M.M. Road, Ghatkopar
 Mumbai. - 400086",125.0,dineshbhanushali@hotmai l.com,9820731111,Dismantler
"Lucky Enterprises, Sr. No. 21, Uttarshiv, Ghoteghar, Tal. & Dist. Thane",500.0,"khannisarahmed09@gmail
 .com",9820386123,Dismantler
"Raza Enterprises, Sr. No. 124, Shed A, Gate No. 1, Khandve Nagar, Kharadi, Tal. Haveli, Dist. Pune",365.0,razaentp1986@gmail.com,9921002786,Dismantler
"National Sales Corporation, S. No. 314/2, Godown No. 1, Handewadi Saswad Road, Village Uruli Devachi, Tal. Haveli, Dist. Pune",250.0,nationalsalescorporation.p une@gmail.com,9371007036,Dismantler
"Green Care E Waste Recycling, Gala No. 9, Survey No. 81/4, 81/7, 99/1 P, Village Pogaon, Bhiwandi, Tal.
 Bhiwandi, Dist. Thane",200.0,nitinhule123@gmail.com,9820928610,Dismantler
"Z A Barrel Suppliers, Shop No. 19A & 19B, Survey No 11 Hissa No 30, Gausiya Market, Pimpri,
 Thane",125.0,z.a.barrelsuppliers@gmail.co m,9870675453,Dismantler
"Bakruddin Din Mohammad,
 Plot No. 18, Naregaon, Rajendra Nagar, Aurangabad, Tal. & Dist. Aurangabad",165.0,bakarudeenenterprises@gm ail.com,7744876875,Dismantler
"Eco Tantra LLP, S. No. 77/6, Vishnu Malti Industrial Estate, Shivane, Pune, Tal. & Dist. Pune",300.0,richa@ecotantra.in,8981473653,Refurbisher
